,dur,proto,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
5801,0.004948,111,3,18,18,4560,2456,7073.565137,31,29,6963621.5,3751010.5,7,7,0.271412,0.263882,13.558544,0.339355,255,3556535459,1410225483,255,0.000581,0.000458,0.000123,253,136,0,0,5,0,4,1,1,3,0,0,0,6,6,0,0
5802,0.011993,111,3,36,38,2334,16290,6086.883872,31,29,1514216.625,10580839.0,7,12,0.331486,0.307892,21.004583,19.976389,255,2222838438,2218952838,255,0.000739,0.00059,0.000149,65,429,0,0,3,0,1,1,1,1,0,0,0,3,10,0,0
5803,0.67828,111,2,6,2,978,86,10.320222,62,252,9612.549805,507.165192,2,1,135.656,0.002,7823.490608,0.0,255,310780860,2784417170,255,0.534204,0.180286,0.353918,163,43,0,0,5,3,1,1,1,3,0,0,0,2,3,0,0
5804,0.001061,117,2,2,2,146,178,2827.521083,31,29,550424.125,671065.0,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,5,1,1,1,0,0,0,3,2,0,0
5805,1.657185,111,3,10,10,608,646,11.465226,254,252,2645.449951,2809.58374,2,3,184.131667,180.285438,13163.5064,362.962688,255,3000513515,693101416,255,0.135291,0.034033,0.101258,61,65,0,0,2,1,2,1,1,1,0,0,0,2,4,0,0
5806,8e-06,117,4,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,2,3,2,2,2,0,0,0,3,4,0,0
5807,1.179442,111,3,10,8,2516,354,14.413595,254,252,15363.19629,2102.689209,2,1,126.836444,155.488281,7318.516402,324.234125,255,524574629,439047657,255,0.179272,0.091015,0.088257,252,44,0,0,1,1,1,1,1,1,0,0,0,17,1,0,0
5808,0.669779,111,3,52,54,2934,3740,156.768127,31,29,34375.51953,43847.29688,11,15,13.126607,12.627642,1548.211851,52.898684,255,3389627281,1245234162,255,0.000644,0.00051,0.000134,56,69,0,0,1,0,6,1,1,4,1,1,0,6,1,0,0
5809,1e-06,117,4,2,0,78,0,1000000.003,254,0,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,9,2,1,1,1,4,0,0,0,1,4,0,0
5810,1.068084,111,3,10,8,534,354,15.916351,254,252,3602.712891,2321.914795,2,1,118.486667,136.762141,8442.027306,188.101078,255,2372826848,3334707034,255,0.131301,0.110741,0.02056,53,44,0,0,2,1,2,1,1,2,0,0,0,1,4,0,0
5811,0.001814,117,2,4,4,528,304,3858.8755,31,29,1746416.75,1005512.688,0,0,0.457,0.237667,0.639931,0.326921,0,0,0,0,0.0,0.0,0.0,132,76,0,0,16,0,3,1,1,3,0,0,0,3,13,0,0
5812,0.004108,111,3,8,10,1040,824,4138.266715,31,29,1772151.875,1444985.375,2,2,0.535857,0.400111,34.657005,0.698004,255,1884991837,4031332296,255,0.000636,0.000503,0.000133,130,82,1,83,4,0,1,2,1,1,0,0,1,14,2,0,0
5813,0.361158,111,3,10,6,1612,268,41.533067,254,252,32141.05664,4961.816895,2,1,39.101778,57.988199,2065.888225,98.828898,255,2311837680,658165361,255,0.129185,0.071212,0.057973,161,45,0,0,9,1,1,1,1,8,0,0,0,2,8,0,0
5814,0.969431,111,3,10,10,824,1266,19.599126,62,252,6123.179688,9407.580078,2,2,107.714556,101.564781,7271.866054,160.979766,255,3911520900,892576587,255,0.127928,0.054628,0.0733,82,127,1,134,3,1,3,3,3,3,0,0,9,4,3,0,0
5815,0.001025,117,2,2,2,132,164,2926.829254,31,29,515121.9375,640000.0,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,1,1,1,1,0,0,0,5,5,0,0
5816,0.666307,111,2,6,2,1012,86,10.505668,62,252,10133.46777,516.278564,2,1,133.2614,0.003,8110.793442,0.0,255,1588741772,1515615538,255,0.564489,0.153843,0.410646,169,43,0,0,7,3,2,2,1,6,0,0,0,2,6,0,0
5817,0.375445,111,3,10,6,552,268,39.952589,254,252,10590.09961,4773.002441,2,1,41.716111,52.769,2070.896462,95.578023,255,1315401094,3503725363,255,0.12597,0.072598,0.053372,55,45,0,0,8,1,2,2,1,2,0,0,0,2,8,0,0
5818,0.002848,111,3,6,8,320,1884,4564.606689,31,29,750000.0,4632022.5,1,2,0.506,0.338143,28.403989,0.548824,255,3510646996,1369186211,255,0.000595,0.000474,0.000121,53,236,0,0,3,0,6,1,1,4,0,0,0,6,3,0,0
5819,0.000995,117,2,2,2,146,178,3015.075348,31,29,586934.6875,715577.875,0,0,0.011,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,6,1,1,1,0,0,0,1,3,0,0
5820,0.001011,117,2,2,2,130,162,2967.359007,31,29,514342.2188,640949.5625,0,0,0.011,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,6,0,2,1,1,1,0,0,0,2,2,0,0
5821,0.01227,111,3,38,38,2438,16290,6112.469521,31,29,1547840.25,10341972.0,7,12,0.322946,0.316054,19.509791,0.471413,255,3882185106,1732912215,255,0.000678,0.000566,0.000112,64,429,0,0,1,0,1,1,1,1,0,0,0,2,5,0,0
5822,0.073158,117,2,4,4,528,304,95.683311,31,29,43303.53125,24932.33789,0,0,18.989666,7.682,26.840596,10.849847,0,0,0,0,0.0,0.0,0.0,132,76,0,0,13,0,4,1,1,2,0,0,0,12,7,0,0
5823,1.621933,111,3,14,10,1192,846,14.180611,254,252,5460.151855,3758.478271,3,2,123.386072,164.747562,8836.56496,223.873641,255,2760728023,3308625042,255,0.241891,0.139203,0.102688,85,85,0,0,3,1,1,1,1,2,0,0,0,2,2,0,0
5824,0.001269,117,2,2,2,146,178,2364.066193,31,29,460204.875,561071.6875,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,7,1,1,1,0,0,0,1,3,0,0
5825,0.926401,111,3,14,10,774,556,24.827261,254,252,6208.974121,4326.419922,4,3,67.949925,95.109445,3553.776008,112.347688,255,2044676960,198225117,255,0.107137,0.070415,0.036722,55,56,0,0,3,1,2,1,1,3,0,0,0,2,3,0,0
5826,0.967664,111,3,14,12,1422,678,25.835414,254,252,10921.14648,5142.280762,4,4,74.386849,79.919906,3733.009899,115.093133,255,2581378554,2687368878,255,0.134433,0.088543,0.04589,102,57,0,0,5,1,2,2,1,4,0,0,0,2,4,0,0
5827,2e-06,117,4,2,0,1064,0,500000.0013,254,0,2128000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,3,1,1,3,0,0,0,2,5,0,0
5828,0.166663,111,2,6,2,998,86,42.000923,62,252,39936.87891,2064.04541,2,1,33.3326,0.007,1861.819584,0.0,255,2575229313,1971262018,255,0.124865,0.07277,0.052095,166,43,0,0,8,3,1,1,1,8,0,0,0,1,8,0,0
5829,0.001007,117,2,2,2,132,164,2979.146024,31,29,524329.6875,651439.9375,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,3,1,1,1,0,0,0,6,5,0,0
5830,0.626494,111,3,10,6,534,268,23.942768,254,252,6142.118164,2860.362549,2,1,65.305778,94.209797,3565.04195,147.105437,255,557539440,4239873837,255,0.257267,0.155435,0.101832,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
5831,0.001737,117,2,4,4,512,304,4029.936777,31,29,1768566.5,1050086.375,0,0,0.437667,0.230667,0.613297,0.317736,0,0,0,0,0.0,0.0,0.0,128,76,0,0,12,0,4,1,1,3,0,0,0,3,4,0,0
5832,1.513305,111,3,16,12,934,642,17.841744,254,252,4630.923828,3113.714844,5,3,100.846998,129.77982,5738.602025,172.526891,255,3432267698,3719810797,255,0.188946,0.085725,0.103221,58,54,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
5833,0.0,6,4,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.704,0.0,10.954516,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
5834,0.022147,111,3,16,18,1540,1644,1490.043809,31,29,521605.625,560978.9375,4,4,1.4556,1.274059,91.541799,2.510242,255,2872913402,729103561,255,0.000593,0.000485,0.000108,96,91,0,0,8,0,8,6,1,6,0,0,0,8,6,0,0
5835,0.808509,111,3,10,10,858,1422,23.500048,62,252,7648.646973,12665.28906,2,2,89.834333,82.021109,5370.266141,116.402695,255,4242638460,485805847,255,0.104346,0.069464,0.034882,86,142,1,247,2,1,1,1,1,2,0,0,1,2,2,0,0
5836,0.04826,111,3,22,24,1920,4312,932.449241,31,29,303854.125,685122.25,6,6,2.281524,2.076565,222.41513,207.834997,255,401492452,401729631,255,0.000641,0.000494,0.000147,87,180,0,0,2,0,1,1,1,1,0,0,0,1,5,0,0
5837,1.628851,111,3,122,126,7814,14840,151.64063,31,29,38063.64063,72311.09375,30,32,13.458215,13.025016,872.261311,856.738948,255,2717711400,571516981,255,0.000883,0.00072,0.000163,64,118,0,0,7,0,4,1,1,1,0,0,0,2,5,0,0
5838,0.005307,117,2,4,4,568,320,1319.012592,31,29,642170.6875,361786.3125,0,0,1.401,1.264667,1.973535,1.775781,0,0,0,0,0.0,0.0,0.0,142,80,0,0,19,0,4,1,1,3,0,0,0,6,13,0,0
5839,1.020104,111,3,10,10,608,646,18.625551,254,252,4297.600586,4564.240234,2,3,113.344889,96.309336,5925.889191,132.23475,255,4288146656,1795585998,255,0.232602,0.152609,0.079993,61,65,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
5840,0.002787,117,2,4,4,528,304,2511.661254,31,29,1136706.125,654467.1875,0,0,0.762667,0.589667,1.070089,0.828258,0,0,0,0,0.0,0.0,0.0,132,76,0,0,12,0,7,1,1,4,0,0,0,4,15,0,0
5841,0.061939,111,3,8,12,424,8824,306.753413,31,29,47918.11328,1044769.813,1,4,8.797572,5.583455,676.282952,534.923016,255,2991691103,853333268,255,0.000703,0.000517,0.000186,53,735,0,0,3,0,3,1,1,2,0,0,0,4,3,0,0
5842,0.321673,111,3,10,6,534,268,46.631205,254,252,11962.45898,5570.874512,2,1,35.741444,55.446199,1711.352549,79.851641,255,1111623962,2480938340,255,0.092189,0.043529,0.04866,53,45,0,0,5,1,2,2,1,5,0,0,0,2,5,0,0
5843,0.001007,117,2,2,2,130,162,2979.146024,31,29,516385.3125,643495.5625,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,7,0,2,3,1,1,0,0,0,9,3,0,0
5844,0.114191,111,2,6,2,998,86,61.300801,62,252,58288.30469,3012.496582,2,1,22.8382,0.007,1356.098761,0.0,255,3167136254,3328049824,255,0.093687,0.058262,0.035425,166,43,0,0,8,3,3,3,1,8,0,0,0,3,8,0,0
5845,0.611808,111,2,6,2,998,86,11.441498,62,252,10879.23047,562.267883,2,1,122.3616,0.008,6119.413909,0.0,255,507409438,3196419210,255,0.315199,0.161906,0.153293,166,43,0,0,3,3,2,1,1,3,0,0,0,1,3,0,0
5846,0.666853,111,3,10,8,796,1254,25.492874,62,252,8601.595703,13172.31836,2,2,74.094778,85.138141,3540.382881,109.564898,255,685554477,164492080,255,0.145674,0.070075,0.075599,80,157,1,225,3,1,30,2,1,2,0,0,1,2,2,0,0
5847,1.1e-05,117,4,2,0,2058,0,90909.0902,254,0,748363648.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1029,0,0,0,10,2,6,6,1,8,0,0,0,6,8,0,0
5848,0.225145,111,3,14,6,8928,320,84.390061,31,29,294601.25,9487.219727,4,1,17.318847,44.912602,1594.878676,68.534914,255,151729422,212824970,255,0.000591,0.000446,0.000145,638,53,0,0,3,0,6,1,1,3,0,0,0,4,3,0,0
5849,5e-06,111,5,2,0,90,0,200000.0051,254,0,72000000.0,0.0,1,0,0.005,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,4,6,1,1,1,3,0,0,0,1,3,0,0
5850,0.238353,111,2,6,2,998,86,29.368206,62,252,27924.96875,1443.237549,2,1,47.6706,0.009,3065.725791,0.0,255,3953056,1331190575,255,0.215603,0.144082,0.071521,166,43,0,0,7,3,3,3,1,6,0,0,0,3,6,0,0
5851,0.004594,117,2,4,4,568,312,1523.726581,31,29,741837.1875,407488.0313,0,0,1.235667,1.041,1.742547,1.459468,0,0,0,0,0.0,0.0,0.0,142,78,0,0,7,0,6,1,1,3,0,0,0,4,10,0,0
5852,0.544926,111,3,52,38,37268,3172,163.324932,31,29,536616.0,45349.27734,18,8,10.660274,14.715108,1084.020071,37.996695,255,2442144080,2443156645,255,0.000597,0.000463,0.000134,717,83,0,0,2,0,4,1,1,1,0,0,0,4,1,0,0
5853,0.786624,111,3,20,8,17266,354,34.323895,254,252,166819.2188,3152.713379,7,1,36.843631,97.196711,2789.930063,168.596781,255,1141706977,2465475912,255,0.221177,0.106246,0.114931,863,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
5854,1.038035,111,2,6,2,998,86,6.74351,62,252,6412.114746,331.395355,2,1,207.607,0.007,10378.26122,0.0,255,1653787164,1569178997,255,0.52251,0.117981,0.404529,166,43,0,0,2,3,1,1,1,3,0,0,0,1,2,0,0
5855,0.046028,111,3,72,74,4238,63878,3150.256409,31,29,726514.3125,10952464.0,7,30,0.641775,0.621945,36.64745,36.374344,255,2540909347,2541211363,255,0.000801,0.000615,0.000186,59,863,0,0,6,0,3,1,1,1,0,0,0,3,4,0,0
5856,8e-06,117,4,2,0,78,0,125000.0003,254,0,39000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,0
5857,0.004187,111,3,8,10,1040,824,4060.186306,31,29,1738715.125,1417721.5,2,2,0.548429,0.404222,35.010867,0.742117,255,938295508,3084728759,255,0.000701,0.000544,0.000157,130,82,1,83,1,0,2,1,1,1,0,0,1,9,1,0,0
5858,0.519822,111,3,52,42,37232,3380,178.907395,31,29,561977.0,50786.61719,18,8,10.185608,12.665342,787.681631,25.092777,255,2980782516,1056644901,255,0.000671,0.000539,0.000132,716,80,0,0,1,0,4,1,1,1,0,0,0,1,1,0,0
5859,6e-06,111,5,2,0,90,0,166666.6608,254,0,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,5,6,2,1,1,5,0,0,0,2,5,0,0
5860,1.033538,111,3,28,16,24394,850,41.604663,254,252,182077.4844,6169.100586,11,4,39.751463,62.644668,3347.680657,100.419602,255,217288322,220629652,255,0.15568,0.093133,0.062547,871,53,0,0,3,1,1,1,1,3,0,0,0,2,3,0,0
5861,0.014159,111,3,16,18,1540,1644,2330.673145,31,29,815876.875,877463.125,4,4,0.922133,0.805176,64.882035,1.489108,255,243326895,2396035716,255,0.000586,0.000465,0.000121,96,91,0,0,9,0,6,5,1,5,0,0,0,10,11,0,0
5862,0.009051,111,3,24,20,2158,1918,4750.856381,31,29,1828748.25,1611313.75,6,5,0.393522,0.435316,33.060569,35.55986,255,864368937,3014269004,255,0.000782,0.000634,0.000148,90,96,0,0,8,0,3,1,1,1,0,0,0,3,7,0,0
5863,0.00368,111,3,6,8,320,2002,3532.608617,31,29,580434.75,3808695.5,1,2,0.6726,0.459143,39.754082,0.757834,255,483946936,487704109,255,0.0006,0.000459,0.000141,53,250,0,0,3,0,4,1,1,3,0,0,0,3,6,0,0
5864,0.159986,111,3,6,8,320,1930,81.257108,31,29,13351.16797,84457.39063,1,2,31.9358,22.784428,2249.096728,55.476148,255,2740184214,1111627408,255,0.000613,0.000488,0.000125,53,241,0,0,7,0,4,1,1,4,0,0,0,8,4,0,0
5865,0.6924,111,3,10,8,828,1244,24.552283,62,252,8619.295898,12582.32227,2,2,76.933333,85.543859,4123.617685,165.735547,255,2055525873,1166832653,255,0.110402,0.074476,0.035926,83,156,1,220,2,1,1,1,1,1,0,0,1,1,1,0,0
5866,1.216551,111,3,14,12,774,642,20.5499,254,252,4728.121094,3873.245117,4,3,89.755769,101.08482,5629.112672,157.522109,255,4242747299,3411031797,255,0.160391,0.104613,0.055778,55,54,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
5867,1e-05,111,5,2,0,90,0,100000.0025,254,0,36000000.0,0.0,1,0,0.01,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,3,1,1,7,0,0,0,3,7,0,0
5868,0.965942,111,3,60,16,68183,698,77.644411,254,252,555288.0,5424.756348,27,1,16.371898,61.318199,1797.31847,82.687977,255,920084931,3804283544,255,0.119931,0.045492,0.074439,1136,44,1,0,2,1,16,1,1,2,0,0,1,1,2,0,0
5869,0.744084,111,3,12,6,4658,268,22.846883,254,252,45908.79688,2408.330322,3,1,62.400089,130.615203,3725.084157,196.687359,255,2673129880,235528731,255,0.175722,0.091005,0.084717,388,45,0,0,3,1,2,1,1,3,0,0,0,3,2,0,0
5870,0.281583,111,2,6,2,998,86,24.859454,62,252,23637.78906,1221.664551,2,1,56.3166,0.008,3354.067619,0.0,255,1324627067,2144336026,255,0.231949,0.070712,0.161237,166,43,0,0,5,3,3,2,1,5,0,0,0,2,5,0,0
5871,1.016165,111,3,14,8,8834,354,20.665935,254,252,64580.0625,2440.548584,4,1,76.056078,126.46757,5030.563379,217.642063,255,2722057125,454627146,255,0.189036,0.130883,0.058153,631,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,0
5872,0.828856,111,3,10,6,2530,268,18.097233,254,252,21977.2793,2162.016113,2,1,92.095111,148.93,5429.02394,262.971063,255,1027573660,1900189236,255,0.163324,0.083835,0.079489,253,45,0,0,3,1,1,1,1,3,0,0,0,2,3,0,0
5873,0.006233,111,3,8,10,1040,824,2727.418493,31,29,1167976.875,952350.375,2,2,0.832,0.635222,50.40714,1.047106,255,480355664,2627272355,255,0.000645,0.000513,0.000132,130,82,1,83,1,0,3,1,1,1,0,0,1,12,1,0,0
5874,0.009665,111,3,36,38,2334,16290,7553.026187,31,29,1878944.625,13129436.0,7,12,0.2658,0.252667,16.218157,14.027777,255,3863676179,1718574750,255,0.000709,0.000559,0.00015,65,429,0,0,10,0,6,1,1,2,0,0,0,3,12,0,0
5875,1.008066,111,3,14,18,1684,10168,30.751953,31,29,12411.88477,76217.22656,3,5,77.508231,59.179824,8765.875551,7675.217141,255,3261698309,1113920833,255,0.002247,0.002003,0.000244,120,565,1,3924,2,0,5,1,1,4,0,0,1,4,2,0,0
5876,2.338655,111,3,14,12,756,682,10.689905,254,252,2401.380371,2141.401855,4,4,172.936615,225.802703,11499.51315,336.390781,255,1738976739,2236248604,255,0.1578,0.080625,0.077175,54,57,0,0,1,1,2,1,1,1,0,0,0,1,1,0,0
5877,0.022093,111,3,16,18,1540,1644,1493.68579,31,29,522880.5625,562350.0625,4,4,1.451267,1.272177,91.566779,2.584702,255,723329897,727462792,255,0.000597,0.000462,0.000135,96,91,0,0,8,0,8,6,1,6,0,0,0,8,6,0,0
5878,0.289366,111,3,26,28,4088,2976,183.15904,31,29,108678.9688,79345.875,7,7,11.55936,10.697777,667.545321,17.099441,255,313262220,2466086206,255,0.000658,0.000522,0.000136,157,106,0,0,3,0,5,1,1,1,0,0,0,2,10,0,0
5879,9e-06,111,5,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,6,6,3,1,1,6,0,0,0,3,6,0,0
5880,0.838077,111,3,16,10,904,556,29.830194,254,252,8094.72168,4782.376953,5,3,55.809932,78.614891,2761.18232,108.165555,255,876365019,978365730,255,0.202553,0.130538,0.072015,57,56,0,0,7,1,2,2,1,7,0,0,0,2,7,0,0
5881,0.223694,111,3,8,12,424,8824,84.93746,31,29,13268.125,289288.0625,1,4,31.902143,20.288728,2163.264052,1715.852626,255,4007315224,2347062236,255,0.000662,0.000514,0.000148,53,735,0,0,5,0,5,1,1,4,0,0,0,7,3,0,0
5882,0.646453,111,3,10,6,534,268,23.203542,254,252,5952.481934,2772.049805,2,1,71.828111,102.177,3469.296576,164.557547,255,2340794354,106607758,255,0.168015,0.071577,0.096438,53,45,0,0,4,1,2,1,1,2,0,0,0,2,3,0,0
5883,1.380447,111,3,14,8,1192,720,15.212463,254,252,6415.312988,3650.991211,3,2,103.545151,184.333859,5763.615922,260.916063,255,2851119775,1729086699,255,0.220293,0.090107,0.130186,85,90,0,0,2,1,2,1,1,2,0,0,0,2,4,0,0
5884,6e-06,111,5,2,0,90,0,166666.6608,254,0,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,15,6,4,1,1,19,0,0,0,4,10,0,0
5885,0.628847,111,3,10,8,534,354,27.033603,254,252,6119.135254,3943.725586,2,1,63.531444,80.777141,4397.595906,122.616961,255,1633628572,409336675,255,0.118346,0.063397,0.054949,53,44,0,0,5,1,1,1,1,5,0,0,0,1,5,0,0
5886,1.680957,111,3,40,34,2918,17186,43.427644,31,29,13544.66602,79388.10938,8,11,43.101463,50.917182,2799.475036,3046.4631,255,3992021703,1842743589,255,0.000669,0.000547,0.000122,73,505,0,0,6,0,3,1,1,1,0,0,0,2,5,0,0
5887,8e-06,111,5,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,4,6,2,1,1,4,0,0,0,2,4,0,0
5888,0.019634,111,3,38,36,2438,16186,3718.040306,31,29,967301.6875,6412142.5,7,12,0.522081,0.528686,0.0,1.204039,255,1959694865,1959991494,255,0.001279,0.001126,0.000153,64,450,0,0,17,0,8,1,1,8,0,0,0,12,10,0,0
5889,1.095826,111,3,12,12,632,682,20.988733,254,252,4234.248535,4570.068359,3,4,99.620545,85.140727,5040.559751,119.230266,255,3093005625,1517094836,255,0.210266,0.092919,0.117347,53,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
5890,0.002717,117,4,4,0,186,0,1104.159012,254,0,412219.375,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,47,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,0
5891,6.603447,111,5,10,0,450,0,1.362925,254,0,490.652832,0.0,9,0,733.716312,0.0,1027.932063,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,29,6,24,2,2,27,0,0,0,24,27,0,0
5892,0.004153,111,3,8,10,1040,824,4093.426251,31,29,1752949.625,1429328.125,2,2,0.54,0.404444,35.118676,0.745556,255,113391252,114447019,255,0.000641,0.000508,0.000133,130,82,1,83,1,0,5,1,1,2,0,0,1,11,3,0,0
5893,0.001096,117,2,2,2,146,178,2737.226368,31,29,532846.75,649635.0625,0,0,0.01,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,5,2,2,2,0,0,0,2,4,0,0
5894,30.984524,6,2,4,4,184,112,0.225919,0,0,35.630692,21.688248,0,0,15491.48,15491.482,15491.445,15491.454,0,0,0,0,0.0,0.0,0.0,46,28,0,0,2,0,2,2,2,2,0,0,0,2,2,0,0
5895,1.162273,111,3,10,10,828,1204,16.347277,62,252,5134.766113,7461.241699,2,2,129.141444,113.991664,7494.83837,199.477516,255,2724991326,3723520278,255,0.295195,0.136283,0.158912,83,120,1,156,1,1,1,1,1,1,0,0,1,2,1,0,0
5896,1.156968,111,3,10,8,2516,354,14.693578,254,252,15661.62598,2143.533691,2,1,123.960111,143.983,8762.2538,198.837375,255,2272725970,3087053293,255,0.238598,0.149077,0.089521,252,44,0,0,2,1,1,1,1,2,0,0,0,2,3,0,0
5897,0.966872,111,2,6,2,1012,86,7.239842,62,252,6983.344238,355.786499,2,1,193.3744,0.001,9778.87121,0.0,255,1301224740,1707354083,255,0.409588,0.268616,0.140972,169,43,0,0,4,3,1,1,1,3,0,0,0,3,3,0,0
5898,0.750285,111,3,10,8,836,1078,22.658056,62,252,8028.94873,10065.50781,2,2,83.365,92.91443,4219.487343,150.190391,255,1829438947,4121545524,255,0.218167,0.099215,0.118952,84,135,1,243,4,1,3,3,3,4,0,0,6,3,4,0,0
5899,0.001078,117,2,2,2,146,178,2782.931502,31,29,541744.0,660482.4375,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,3,2,0,0
5900,1.901047,111,3,14,12,774,642,13.150648,254,252,3025.701172,2478.634033,4,3,146.234389,165.056906,9277.091724,255.447609,255,1283100810,4126203031,255,0.078414,0.048689,0.029725,55,54,0,0,2,1,2,1,1,2,0,0,0,1,3,0,0
5901,0.735359,111,3,14,12,940,678,33.996999,254,252,9497.401367,6766.762695,4,4,56.566077,61.470184,2849.258712,82.636477,255,2763905686,3974197025,255,0.137108,0.058494,0.078614,67,57,0,0,4,1,1,1,1,4,0,0,0,1,4,0,0
5902,0.74548,111,3,10,8,528,354,22.804099,254,252,5108.118164,3326.715576,2,1,81.265222,101.16943,5521.382649,160.918203,255,4097061352,2010396782,255,0.069359,0.037293,0.032066,53,44,0,0,2,1,1,1,1,2,0,0,0,17,2,0,0
5903,0.161482,111,3,96,96,5486,92642,1182.794321,31,29,268958.75,4541781.5,7,42,1.696484,1.694126,94.38785,92.703711,255,894801922,3071278024,255,0.00071,0.000536,0.000174,57,965,0,0,3,0,6,1,1,3,0,0,0,4,2,0,0
5904,0.023929,111,3,46,48,2854,30622,3886.497571,31,29,933428.0625,10024656.0,7,17,0.524467,0.497298,0.0,28.55599,255,2899301362,767473455,255,0.0007,0.000553,0.000147,62,638,0,0,4,0,2,1,1,2,0,0,0,4,5,0,0
5905,1.164956,111,3,28,30,4192,3080,48.928888,31,29,27764.13867,20450.55859,7,7,43.132518,40.146898,2546.536013,66.49032,255,2700652712,2904530500,255,0.000848,0.00069,0.000158,150,103,0,0,11,0,3,1,1,1,0,0,0,2,11,0,0
5906,0.536867,111,3,10,6,2516,268,27.93988,254,252,33751.375,3337.884277,2,1,52.696222,100.603797,2742.698423,136.1485,255,2878755639,3408030530,255,0.114586,0.033839,0.080747,252,45,0,0,7,1,1,1,1,4,0,0,0,1,4,0,0
5907,0.980847,111,3,96,164,5904,192828,264.057493,31,29,47656.76953,1563163.25,10,71,10.321042,6.014276,701.485176,535.233018,255,2467798890,336184357,255,0.00065,0.000515,0.000135,62,1176,0,0,16,0,9,6,1,6,0,0,0,7,15,0,0
5908,0.001071,117,2,2,2,146,178,2801.120432,31,29,545284.75,664799.25,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,1,1,1,0,0,0,7,4,0,0
5909,8e-06,117,4,2,0,444,0,125000.0003,254,0,222000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,222,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,0
5910,0.001055,117,2,2,2,130,162,2843.601894,31,29,492891.0,614218.0,0,0,0.011,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,15,0,6,3,1,4,0,0,0,7,21,0,0
