,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2488,498,1,1,45.0,7,109200.74,2,0.0,1.0,165990.44,0
2489,491,1,1,70.0,6,148745.92,2,1.0,1.0,17818.33,0
2490,613,0,0,45.0,1,187841.99,2,1.0,1.0,147224.27,0
2491,707,0,1,42.0,2,16893.59,1,1.0,1.0,77502.56,0
2492,810,0,1,32.0,9,120879.73,2,0.0,1.0,78896.59,0
2493,642,0,1,26.0,1,138023.79,2,0.0,1.0,117060.2,0
2494,844,0,1,38.0,7,111501.66,1,1.0,1.0,119333.38,0
2495,688,0,1,40.0,6,0.0,1,1.0,1.0,47886.44,0
2496,616,0,0,31.0,8,0.0,1,0.0,1.0,76456.17,0
2497,707,0,0,36.0,6,0.0,1,0.0,0.0,98810.78,0
2498,610,0,1,33.0,4,111582.11,1,0.0,0.0,113943.17,0
2499,687,0,1,38.0,0,144450.58,1,0.0,1.0,137276.83,0
2500,725,0,1,41.0,7,113980.21,1,1.0,1.0,116704.25,0
2501,630,2,1,35.0,1,0.0,2,0.0,0.0,186826.22,0
2502,802,0,1,38.0,1,142557.11,1,1.0,1.0,172497.73,0
2503,619,1,0,33.0,3,100488.92,2,0.0,1.0,36446.74,0
2504,556,0,0,61.0,2,117419.35,1,1.0,1.0,94153.83,0
2505,776,0,0,38.0,2,169824.46,1,1.0,0.0,169291.7,0
2506,705,1,0,40.0,3,92889.91,1,1.0,1.0,109496.69,0
2507,623,0,0,35.0,0,130557.24,1,1.0,1.0,47880.71,0
2508,731,2,1,41.0,4,0.0,2,1.0,0.0,22299.27,0
2509,692,0,0,28.0,8,95059.02,2,1.0,0.0,44420.18,0
2510,452,0,1,35.0,4,148172.44,1,1.0,1.0,4175.68,0
2511,762,0,1,26.0,6,130428.78,1,1.0,0.0,173365.89,0
2512,744,0,1,31.0,9,120718.28,1,1.0,1.0,58961.49,0
2513,503,2,1,25.0,7,0.0,1,0.0,1.0,192841.13,0
2514,711,0,1,41.0,3,0.0,2,1.0,1.0,193747.57,0
2515,744,0,1,54.0,6,93806.31,2,0.0,1.0,140068.77,0
2516,600,0,0,39.0,5,0.0,2,0.0,0.0,118272.07,0
2517,552,0,0,41.0,9,124349.34,1,1.0,0.0,135635.25,0
2518,663,2,1,35.0,5,0.0,2,1.0,1.0,62634.94,0
2519,704,0,1,47.0,5,0.0,2,1.0,1.0,145338.61,0
2520,706,1,0,28.0,6,124923.35,2,1.0,1.0,50299.14,0
2521,716,1,0,30.0,2,205770.78,2,0.0,0.0,65464.66,0
2522,516,1,1,50.0,7,139675.07,2,1.0,0.0,45591.23,0
2523,566,1,1,54.0,4,118614.6,2,1.0,1.0,172601.62,0
2524,727,2,0,57.0,1,109679.72,1,0.0,1.0,753.37,0
2525,530,2,0,22.0,7,0.0,2,1.0,0.0,104170.48,0
2526,588,0,0,24.0,0,0.0,2,1.0,1.0,140586.08,0
2527,672,0,1,39.0,2,0.0,2,1.0,0.0,87372.49,0
2528,850,0,0,37.0,7,153147.75,1,1.0,1.0,152235.3,0
2529,745,0,1,21.0,4,137910.45,1,1.0,1.0,177235.23,0
2530,642,0,1,25.0,7,0.0,2,1.0,0.0,102083.78,0
2531,568,0,1,51.0,4,0.0,3,1.0,1.0,66586.56,0
2532,661,0,0,31.0,3,133964.3,1,1.0,1.0,166187.1,0
2533,746,0,1,25.0,9,0.0,2,0.0,1.0,88728.47,0
2534,546,0,0,20.0,6,0.0,1,0.0,1.0,20508.85,0
2535,850,2,1,31.0,6,82613.56,2,1.0,0.0,149170.92,0
2536,490,0,1,29.0,4,0.0,2,1.0,0.0,32089.57,0
2537,446,1,1,25.0,3,136202.78,1,1.0,0.0,176743.51,0
2538,797,0,1,37.0,4,75263.7,1,1.0,0.0,85801.77,0
2539,443,2,1,36.0,6,70438.01,2,0.0,1.0,56937.43,0
2540,734,2,0,37.0,2,130404.92,1,0.0,0.0,34548.74,0
2541,744,0,1,36.0,10,0.0,2,1.0,1.0,182867.84,0
2542,660,1,1,24.0,5,85089.3,1,1.0,1.0,71638.0,0
2543,679,2,0,40.0,7,0.0,2,1.0,1.0,163757.29,0
2544,677,0,1,37.0,3,88363.03,1,0.0,1.0,117946.3,0
2545,834,0,0,28.0,6,0.0,1,1.0,0.0,74287.53,0
2546,516,2,0,33.0,3,0.0,2,1.0,1.0,58685.59,0
2547,779,0,1,62.0,10,119096.55,1,0.0,1.0,116977.89,0
2548,514,0,1,45.0,1,178827.79,1,1.0,0.0,60375.18,0
2549,671,1,0,44.0,0,84745.03,2,0.0,1.0,34673.98,0
2550,673,1,1,36.0,5,73088.06,2,0.0,0.0,196142.26,0
2551,633,0,1,43.0,5,0.0,2,1.0,1.0,48249.88,0
2552,605,2,0,48.0,6,0.0,2,1.0,1.0,40062.99,0
2553,588,2,1,37.0,2,0.0,2,0.0,1.0,187816.59,0
2554,800,1,1,39.0,4,95252.72,1,1.0,0.0,13906.34,0
2555,512,1,0,32.0,2,123403.85,2,1.0,0.0,80120.19,0
2556,555,0,0,27.0,8,102000.17,1,1.0,1.0,116757.0,0
2557,694,0,0,38.0,5,195926.39,1,1.0,1.0,85522.84,0
2558,610,0,0,25.0,2,0.0,2,1.0,0.0,123723.83,0
2559,794,2,0,28.0,5,0.0,2,0.0,1.0,86699.98,0
2560,773,2,0,39.0,4,0.0,2,0.0,1.0,182081.45,0
2561,644,0,1,38.0,3,0.0,2,1.0,1.0,79928.41,0
2562,538,0,1,37.0,1,134752.08,1,1.0,0.0,162511.55,0
2563,587,0,1,47.0,6,71026.77,1,1.0,0.0,57962.41,0
2564,725,1,0,39.0,5,116803.8,1,1.0,0.0,124052.97,0
2565,569,1,1,30.0,6,106629.49,1,0.0,1.0,44114.88,0
2566,572,0,0,39.0,2,0.0,2,1.0,1.0,555.28,0
2567,657,0,0,37.0,6,95845.6,1,1.0,0.0,122218.23,0
2568,701,0,0,42.0,6,86167.82,1,1.0,0.0,153342.38,0
2569,727,0,0,28.0,2,110997.76,1,1.0,0.0,101433.76,0
2570,683,1,0,49.0,7,108797.63,2,0.0,0.0,140763.18,0
2571,646,0,0,46.0,8,0.0,2,1.0,0.0,133059.15,0
2572,565,0,1,46.0,7,135369.71,1,0.0,1.0,140130.22,0
2573,578,2,0,28.0,8,161592.76,1,1.0,0.0,177834.79,0
2574,633,0,1,59.0,2,103996.74,1,1.0,1.0,103159.11,0
2575,631,2,0,41.0,0,0.0,1,0.0,0.0,87959.83,0
2576,701,0,1,37.0,8,107798.85,1,1.0,0.0,16966.73,0
2577,575,2,0,26.0,7,0.0,2,1.0,0.0,112507.63,0
2578,643,0,1,30.0,5,94443.77,1,1.0,1.0,165614.4,0
2579,471,0,0,27.0,4,0.0,2,1.0,0.0,122642.09,0
2580,696,0,0,30.0,8,0.0,2,1.0,1.0,196134.44,0
2581,799,0,0,52.0,4,161209.66,1,1.0,1.0,89081.41,0
2582,663,0,1,67.0,9,0.0,3,1.0,1.0,72318.77,0
2583,677,0,1,30.0,1,78133.15,1,0.0,1.0,174225.88,0
2584,452,0,0,35.0,7,0.0,2,1.0,0.0,164241.67,0
2585,725,0,0,29.0,6,0.0,2,1.0,1.0,190776.83,0
2586,709,1,1,23.0,8,73314.04,2,1.0,0.0,63446.47,0
2587,513,2,0,31.0,5,174853.46,1,1.0,0.0,84238.63,0
2588,749,0,1,30.0,1,0.0,2,0.0,1.0,126551.65,0
2589,593,0,1,33.0,1,0.0,2,0.0,0.0,9984.4,0
2590,599,2,1,25.0,3,0.0,2,1.0,1.0,120790.02,0
2591,589,1,1,48.0,5,126111.61,1,0.0,1.0,133961.19,0
2592,665,2,0,40.0,1,173432.55,1,0.0,1.0,116766.79,0
2593,716,1,0,18.0,3,128743.8,1,0.0,0.0,197322.13,0
2594,806,1,1,36.0,8,167983.17,2,1.0,1.0,106714.28,0
2595,718,1,0,39.0,7,93148.74,2,1.0,1.0,190746.38,0
2596,719,2,1,50.0,2,0.0,2,0.0,0.0,10772.13,0
2597,626,2,1,26.0,8,0.0,2,0.0,0.0,191420.71,0
2598,640,2,1,37.0,5,158024.38,1,1.0,0.0,81298.09,0
2599,803,0,1,36.0,1,0.0,2,1.0,1.0,149370.93,0
2600,615,2,1,32.0,5,138521.83,1,1.0,1.0,56897.1,0
2601,413,2,1,35.0,2,0.0,2,1.0,1.0,60972.84,0
2602,647,1,1,35.0,3,192407.97,1,1.0,1.0,40145.28,0
2603,669,1,1,47.0,0,63723.78,2,1.0,1.0,181928.25,0
2604,686,2,0,36.0,5,0.0,2,1.0,1.0,152979.14,0
2605,676,0,1,29.0,4,140720.93,1,1.0,0.0,36221.18,0
2606,694,0,1,40.0,9,0.0,2,1.0,0.0,40463.03,0
2607,540,0,1,48.0,0,148116.48,1,0.0,0.0,116973.48,0
2608,726,0,1,28.0,2,0.0,1,0.0,0.0,98060.51,0
2609,716,0,0,44.0,6,155114.9,1,0.0,0.0,133871.83,0
2610,646,1,1,39.0,6,121681.91,2,0.0,1.0,61793.47,0
2611,665,1,1,25.0,5,153611.83,2,1.0,0.0,35321.65,0
2612,700,0,0,34.0,2,76322.69,1,1.0,0.0,128136.29,0
2613,430,0,0,33.0,8,0.0,1,1.0,1.0,69759.91,0
2614,659,0,1,43.0,1,106086.42,2,1.0,0.0,26900.63,0
2615,701,2,0,33.0,7,123870.07,1,1.0,0.0,97794.71,0
2616,597,0,1,41.0,4,153198.23,1,1.0,1.0,92090.36,0
2617,570,2,1,21.0,7,116099.82,1,1.0,1.0,148087.62,0
2618,614,0,0,35.0,1,0.0,2,1.0,1.0,3342.62,0
2619,673,2,1,40.0,1,121629.22,1,1.0,1.0,3258.6,0
2620,636,0,0,45.0,7,139859.23,1,1.0,1.0,108402.54,0
2621,698,2,0,63.0,5,0.0,1,1.0,1.0,173576.71,0
2622,602,1,1,38.0,2,71667.97,2,0.0,0.0,137111.89,0
2623,606,1,1,36.0,5,190479.48,2,0.0,0.0,179351.89,0
2624,701,1,0,48.0,1,92072.68,1,1.0,1.0,133992.36,0
2625,719,2,1,35.0,3,122964.88,1,1.0,1.0,138231.7,0
2626,439,0,0,66.0,9,0.0,1,1.0,0.0,65535.56,0
2627,589,1,0,50.0,5,144895.05,2,1.0,1.0,34941.23,0
2628,532,2,0,39.0,0,0.0,2,1.0,0.0,94977.3,0
2629,675,2,0,50.0,1,133204.91,1,0.0,1.0,8270.06,0
2630,778,1,0,29.0,7,123229.46,1,1.0,0.0,181221.09,0
2631,510,0,0,30.0,0,0.0,2,1.0,1.0,130553.47,0
2632,681,0,0,29.0,2,148143.84,1,1.0,1.0,52021.39,0
2633,621,2,0,59.0,2,0.0,2,1.0,1.0,171364.18,0
2634,713,0,0,59.0,3,0.0,2,1.0,1.0,62700.08,0
2635,726,0,1,28.0,2,0.0,1,0.0,0.0,98060.51,0
2636,667,0,1,44.0,2,122806.95,1,0.0,0.0,15120.86,0
2637,573,2,0,44.0,4,0.0,1,1.0,1.0,94862.93,0
2638,724,1,1,31.0,2,160997.54,2,0.0,1.0,64831.36,0
2639,675,0,0,33.0,6,0.0,2,1.0,0.0,34045.61,0
2640,643,2,0,35.0,6,0.0,2,1.0,1.0,41549.64,0
2641,685,0,0,33.0,6,0.0,2,0.0,1.0,186785.01,0
2642,526,2,0,43.0,3,0.0,2,1.0,0.0,31705.19,0
2643,578,0,0,35.0,2,0.0,2,0.0,1.0,26389.92,0
2644,562,2,1,36.0,5,0.0,1,0.0,1.0,182843.24,0
2645,644,2,1,54.0,6,0.0,1,0.0,1.0,84622.37,0
2646,608,0,0,34.0,4,88772.87,1,1.0,1.0,168822.01,0
2647,662,0,0,22.0,9,0.0,2,1.0,1.0,44377.65,0
2648,602,1,1,32.0,7,184715.86,2,1.0,0.0,113781.99,0
2649,645,2,0,21.0,1,0.0,2,0.0,0.0,28726.07,0
2650,656,0,1,43.0,7,134919.85,1,1.0,0.0,194691.95,0
2651,506,0,1,34.0,7,0.0,2,0.0,0.0,115842.1,0
2652,652,0,1,51.0,7,0.0,2,0.0,1.0,43496.36,0
2653,634,0,1,26.0,8,0.0,1,1.0,0.0,21760.96,0
2654,790,2,1,37.0,8,0.0,2,1.0,1.0,149418.41,0
2655,708,2,0,41.0,5,0.0,1,0.0,1.0,157003.99,0
2656,692,0,1,28.0,5,61581.97,1,1.0,1.0,70179.91,0
2657,576,2,1,19.0,6,0.0,2,0.0,0.0,72306.07,0
2658,724,0,0,34.0,3,132352.69,1,1.0,0.0,80320.3,0
2659,583,0,1,40.0,9,112701.04,1,0.0,0.0,29213.63,0
2660,850,2,0,24.0,1,0.0,2,0.0,1.0,69052.87,0
2661,655,0,1,37.0,5,93147.0,2,1.0,0.0,66214.13,0
2662,646,1,1,39.0,0,154439.86,1,1.0,0.0,171519.06,0
2663,458,1,0,43.0,1,106870.12,2,1.0,0.0,100564.37,0
2664,705,2,1,39.0,6,133261.13,1,1.0,1.0,78065.9,0
2665,514,2,1,66.0,9,0.0,2,1.0,1.0,14234.31,0
2666,700,0,1,26.0,4,119009.57,1,1.0,0.0,141926.43,0
2667,612,0,1,32.0,3,121394.42,1,1.0,0.0,164081.42,0
2668,495,0,1,47.0,10,137682.68,1,1.0,0.0,71071.47,0
2669,705,0,1,32.0,7,0.0,2,1.0,0.0,7921.57,0
2670,675,2,1,33.0,3,0.0,2,1.0,0.0,45348.08,0
2671,509,2,0,25.0,3,108738.71,2,1.0,0.0,106920.57,0
2672,640,1,1,33.0,8,81677.22,2,0.0,0.0,34925.56,0
2673,789,1,1,39.0,7,124828.46,2,1.0,1.0,124411.08,0
2674,674,0,0,21.0,9,120150.39,2,1.0,1.0,33964.03,0
2675,608,0,1,42.0,10,163548.07,1,1.0,0.0,38866.85,0
2676,493,0,0,36.0,5,148667.81,2,1.0,0.0,56092.51,0
2677,711,1,0,45.0,1,97486.15,2,1.0,0.0,50610.62,0
2678,656,2,0,41.0,6,101179.23,2,1.0,1.0,35230.61,0
2679,606,0,1,61.0,5,108166.09,2,0.0,1.0,8643.21,0
2680,775,0,1,30.0,4,0.0,2,1.0,0.0,49337.84,0
2681,709,1,1,22.0,0,112949.71,1,0.0,0.0,155231.55,0
2682,702,0,1,45.0,0,80793.58,1,1.0,1.0,27474.81,0
2683,623,0,0,44.0,6,0.0,2,0.0,0.0,167162.43,0
2684,751,0,0,44.0,10,0.0,2,1.0,0.0,170634.49,0
2685,781,0,0,19.0,3,0.0,2,1.0,1.0,124297.32,0
2686,422,2,0,54.0,4,0.0,2,1.0,1.0,7166.71,0
2687,656,0,1,36.0,8,97786.08,2,0.0,1.0,21478.36,0
2688,646,0,1,30.0,5,98014.74,1,1.0,1.0,12757.14,0
2689,632,0,1,40.0,3,193354.86,2,1.0,0.0,149188.41,0
2690,414,2,1,60.0,3,0.0,2,1.0,1.0,93844.82,0
2691,618,2,1,33.0,4,0.0,2,1.0,1.0,77550.18,0
2692,625,0,1,52.0,5,164978.01,1,1.0,1.0,67788.49,0
2693,693,1,1,46.0,2,104763.41,1,1.0,1.0,62368.33,0
2694,641,0,0,35.0,4,0.0,2,0.0,0.0,125986.18,0
2695,752,2,1,36.0,2,0.0,2,1.0,1.0,45570.84,0
2696,667,0,1,34.0,5,0.0,2,1.0,1.0,102908.63,0
2697,710,1,1,34.0,8,147833.3,2,0.0,1.0,1561.58,0
2698,543,0,0,32.0,7,147256.86,1,1.0,0.0,112771.95,0
2699,635,0,1,29.0,1,0.0,1,0.0,1.0,24865.54,0
2700,498,2,1,29.0,8,127864.26,1,1.0,1.0,46677.9,0
2701,509,1,0,29.0,0,107712.57,2,1.0,1.0,92898.17,0
2702,773,2,1,63.0,9,111179.83,1,1.0,1.0,93091.02,0
2703,646,1,0,29.0,4,105957.44,1,1.0,0.0,15470.91,0
2704,598,0,1,28.0,8,129991.76,2,0.0,1.0,46041.08,0
2705,815,1,1,37.0,2,110777.26,2,1.0,0.0,2383.59,0
2706,721,0,1,40.0,3,0.0,1,1.0,1.0,144874.67,0
2707,480,0,1,40.0,6,148790.61,1,0.0,1.0,79329.7,0
2708,603,1,1,26.0,4,109166.37,1,1.0,1.0,92840.67,0
2709,675,0,0,57.0,8,0.0,2,0.0,1.0,95463.29,0
2710,729,2,1,37.0,10,0.0,2,1.0,0.0,100862.54,0
2711,689,0,0,58.0,5,0.0,2,0.0,1.0,49848.86,0
2712,773,0,1,41.0,4,0.0,2,1.0,1.0,24924.92,0
2713,577,2,1,29.0,2,0.0,1,1.0,1.0,168924.41,0
2714,678,2,0,39.0,6,0.0,1,0.0,1.0,185366.56,0
2715,706,0,1,18.0,2,176139.5,2,1.0,0.0,129654.22,0
2716,683,0,0,33.0,9,0.0,2,1.0,1.0,38784.42,0
2717,731,2,0,37.0,1,128932.4,1,1.0,1.0,180712.52,0
2718,745,2,0,31.0,3,124328.84,1,1.0,1.0,140451.52,0
2719,712,0,1,24.0,2,0.0,1,0.0,1.0,121232.51,0
2720,704,0,1,23.0,6,166594.78,1,1.0,1.0,155823.2,0
2721,640,2,1,36.0,4,0.0,1,0.0,0.0,173016.46,0
2722,527,2,0,46.0,10,131414.76,1,1.0,0.0,54947.51,0
2723,850,0,0,36.0,0,164850.54,1,1.0,1.0,62722.44,0
2724,422,0,1,54.0,3,140014.42,1,0.0,1.0,86350.97,0
2725,615,0,1,30.0,7,0.0,2,1.0,1.0,156346.84,0
2726,723,0,1,48.0,7,0.0,2,1.0,1.0,150694.58,0
2727,663,0,0,42.0,5,124626.07,1,1.0,1.0,78004.5,0
2728,736,0,1,54.0,7,111729.47,2,0.0,1.0,84920.49,0
2729,562,0,1,45.0,6,136855.24,1,1.0,0.0,46864.0,0
2730,684,1,0,40.0,6,137326.65,1,1.0,0.0,186976.6,0
2731,585,1,1,36.0,5,146050.97,2,0.0,0.0,86424.57,0
2732,676,2,1,35.0,0,0.0,2,0.0,0.0,139911.58,0
2733,754,0,0,47.0,1,185513.67,1,1.0,0.0,27438.83,0
2734,579,2,1,22.0,3,118680.57,1,1.0,1.0,49829.8,0
2735,658,1,1,37.0,3,168735.74,2,0.0,0.0,70370.24,0
2736,769,2,1,38.0,6,0.0,2,0.0,0.0,104393.78,0
2737,799,1,1,28.0,7,167658.33,2,1.0,1.0,111138.25,0
2738,691,0,0,29.0,9,0.0,2,0.0,0.0,199635.93,0
2739,788,1,0,42.0,6,138650.49,2,1.0,0.0,64746.07,0
2740,514,2,1,30.0,7,0.0,1,0.0,1.0,125010.24,0
2741,757,0,1,28.0,3,75381.15,1,1.0,1.0,199727.72,0
2742,758,0,0,34.0,3,0.0,2,1.0,1.0,124226.16,0
2743,663,0,0,42.0,1,82228.67,2,1.0,0.0,71359.78,0
2744,621,0,1,26.0,2,75237.54,1,0.0,1.0,44220.4,0
2745,593,0,1,36.0,2,70181.48,2,1.0,0.0,80608.12,0
2746,606,0,0,35.0,0,135984.15,2,1.0,0.0,186778.89,0
2747,583,0,0,42.0,4,0.0,2,1.0,0.0,17439.66,0
2748,559,0,1,62.0,6,118756.62,1,1.0,1.0,20367.68,0
2749,707,0,0,36.0,6,0.0,1,0.0,0.0,98810.78,0
2750,731,2,1,46.0,10,0.0,2,1.0,0.0,153015.42,0
2751,434,2,1,33.0,3,0.0,1,1.0,1.0,2739.71,0
2752,616,2,0,44.0,7,193213.02,2,1.0,1.0,137392.77,0
2753,739,0,0,27.0,6,0.0,1,1.0,1.0,57572.38,0
2754,640,0,0,42.0,5,176099.13,1,1.0,1.0,8404.73,0
2755,474,0,1,26.0,6,0.0,2,0.0,0.0,152491.22,0
2756,746,1,0,33.0,2,107868.14,2,1.0,1.0,146192.4,0
2757,679,1,0,34.0,7,121063.85,1,1.0,0.0,56984.58,0
2758,743,1,0,34.0,1,131736.88,1,1.0,1.0,108543.21,0
2759,689,1,1,26.0,4,120727.97,1,0.0,1.0,149073.88,0
2760,701,1,1,38.0,3,125385.49,2,0.0,1.0,52044.66,0
2761,850,0,0,36.0,10,0.0,2,1.0,1.0,100750.03,0
2762,587,0,0,36.0,1,134997.49,2,1.0,0.0,44688.08,0
2763,743,0,1,23.0,3,110203.77,1,1.0,0.0,95583.45,0
2764,729,2,0,42.0,1,0.0,2,1.0,1.0,149535.97,0
2765,667,2,0,40.0,1,146502.07,1,1.0,0.0,19162.89,0
2766,638,1,0,39.0,0,122501.28,2,1.0,1.0,95007.8,0
2767,634,0,1,44.0,9,149961.11,1,1.0,0.0,57121.51,0
2768,696,0,1,29.0,8,0.0,2,1.0,0.0,191166.09,0
2769,633,2,1,58.0,6,98308.51,1,1.0,1.0,132034.13,0
2770,650,1,1,26.0,4,214346.96,2,1.0,0.0,128815.33,0
2771,850,2,1,28.0,9,97408.03,1,1.0,1.0,175853.64,0
2772,563,2,1,26.0,7,0.0,2,0.0,0.0,6139.74,0
2773,528,2,0,32.0,0,68138.37,1,1.0,1.0,170309.19,0
2774,778,1,0,48.0,3,102290.56,2,1.0,0.0,182691.31,0
2775,592,0,1,42.0,1,147249.29,2,1.0,1.0,63023.02,0
2776,663,0,1,43.0,4,87624.03,2,1.0,0.0,149401.33,0
2777,554,1,0,31.0,6,135470.9,1,1.0,0.0,107074.81,0
2778,635,0,0,78.0,6,47536.4,1,1.0,1.0,119400.08,0
2779,474,0,1,45.0,10,0.0,2,0.0,0.0,172175.9,0
2780,669,0,1,30.0,7,95128.86,1,0.0,0.0,19799.26,0
2781,673,2,0,37.0,0,0.0,2,0.0,0.0,82351.06,0
2782,663,0,1,22.0,6,0.0,2,0.0,1.0,131827.15,0
2783,663,2,1,33.0,9,0.0,2,0.0,0.0,91514.62,0
2784,550,0,1,34.0,8,122359.5,1,0.0,0.0,116495.55,0
2785,776,2,1,30.0,6,0.0,2,0.0,1.0,63908.86,0
2786,578,0,1,38.0,7,82259.29,1,1.0,0.0,8996.97,0
2787,510,0,0,30.0,0,0.0,2,1.0,1.0,130553.47,0
2788,579,1,1,31.0,2,90547.48,2,1.0,1.0,18800.13,0
2789,512,0,0,37.0,1,0.0,2,0.0,1.0,156105.03,0
2790,833,0,0,34.0,3,144751.81,1,0.0,0.0,166472.81,0
2791,708,0,0,67.0,1,0.0,2,0.0,1.0,3837.08,0
2792,467,0,1,57.0,1,0.0,2,1.0,1.0,114448.77,0
2793,633,1,1,40.0,5,86172.81,2,1.0,1.0,117279.49,0
2794,614,0,0,41.0,8,121558.46,1,1.0,1.0,598.8,0
2795,640,1,0,30.0,5,32197.64,1,0.0,1.0,141446.01,0
2796,693,1,0,37.0,6,95900.04,1,1.0,1.0,38196.24,0
2797,573,0,0,23.0,2,0.0,1,1.0,0.0,122964.18,0
2798,639,0,1,39.0,6,150555.83,1,1.0,0.0,30414.17,0
2799,553,2,1,44.0,4,0.0,1,1.0,0.0,10789.3,0
2800,512,0,0,36.0,3,84327.77,2,1.0,0.0,17675.36,0
2801,538,1,1,25.0,5,62482.95,1,1.0,1.0,102758.43,0
2802,512,0,1,40.0,5,0.0,2,1.0,1.0,146457.83,0
2803,756,0,0,32.0,4,0.0,2,1.0,0.0,147040.25,0
2804,496,0,1,31.0,5,0.0,2,1.0,0.0,93713.13,0
2805,560,0,0,44.0,5,143244.97,1,1.0,0.0,98661.27,0
2806,807,0,1,35.0,3,174790.15,1,1.0,1.0,600.36,0
2807,607,0,0,27.0,2,0.0,2,1.0,0.0,63495.86,0
2808,645,0,0,48.0,7,90612.34,1,1.0,1.0,149139.13,0
2809,663,2,0,28.0,8,61274.7,2,1.0,0.0,136054.45,0
2810,468,1,1,29.0,1,111681.98,2,1.0,1.0,195711.16,0
2811,805,2,1,37.0,5,0.0,2,1.0,0.0,21928.81,0
2812,511,2,0,40.0,1,0.0,1,1.0,1.0,184118.73,0
2813,557,0,0,32.0,6,184686.41,2,1.0,0.0,14956.44,0
2814,787,0,1,25.0,5,0.0,2,1.0,0.0,47307.9,0
2815,664,0,0,38.0,4,74306.19,2,1.0,0.0,154395.56,0
2816,433,2,1,34.0,9,152806.74,1,1.0,0.0,19687.99,0
2817,642,0,1,62.0,7,0.0,2,1.0,1.0,61120.75,0
2818,850,1,1,40.0,4,166082.15,2,0.0,1.0,44406.17,0
2819,590,0,1,32.0,5,0.0,2,1.0,0.0,59249.83,0
2820,640,0,1,38.0,9,0.0,2,1.0,0.0,88827.67,0
2821,643,2,0,35.0,6,0.0,2,1.0,1.0,41549.64,0
2822,582,0,1,39.0,5,0.0,2,1.0,1.0,129892.93,0
2823,449,0,1,52.0,6,0.0,2,0.0,1.0,123622.0,0
2824,557,0,1,34.0,3,83074.0,1,1.0,0.0,132673.22,0
2825,796,2,1,32.0,5,102773.15,2,0.0,1.0,117832.88,0
2826,689,2,0,28.0,3,0.0,2,1.0,1.0,192449.02,0
2827,503,0,1,32.0,4,0.0,2,1.0,1.0,153036.97,0
2828,681,2,1,30.0,2,128393.29,1,1.0,1.0,180593.45,0
2829,672,0,0,34.0,1,142151.75,2,1.0,1.0,168753.34,0
2830,564,1,0,30.0,0,100954.88,2,0.0,0.0,134175.15,0
2831,512,0,1,51.0,6,144953.31,1,1.0,1.0,165035.17,0
2832,527,0,1,31.0,4,0.0,1,1.0,0.0,169361.89,0
2833,788,0,0,41.0,6,0.0,1,1.0,1.0,25571.37,0
2834,721,2,0,36.0,2,0.0,2,1.0,1.0,106977.8,0
2835,645,0,0,45.0,8,85325.93,1,0.0,0.0,22558.74,0
2836,765,0,1,40.0,6,138033.55,1,1.0,1.0,67972.45,0
2837,528,0,1,34.0,1,125566.9,1,1.0,1.0,176763.27,0
2838,749,0,1,37.0,7,0.0,2,1.0,0.0,20306.79,0
2839,788,2,1,37.0,8,141541.25,1,0.0,0.0,66013.27,0
2840,709,0,0,30.0,5,0.0,2,0.0,1.0,161388.22,0
2841,543,0,1,42.0,7,0.0,1,1.0,1.0,56650.47,0
2842,729,0,1,32.0,6,93694.42,1,1.0,1.0,79919.13,0
2843,720,0,1,71.0,5,183135.39,2,1.0,1.0,197688.5,0
2844,652,2,1,31.0,1,132862.59,1,0.0,0.0,158054.49,0
2845,705,0,0,31.0,3,142905.51,1,1.0,1.0,58134.97,0
2846,747,0,0,25.0,4,0.0,2,0.0,1.0,42039.67,0
2847,727,0,0,26.0,9,121508.28,1,1.0,1.0,146785.44,0
2848,808,0,1,24.0,4,122168.65,1,1.0,0.0,174107.04,0
2849,665,0,1,25.0,7,90920.75,1,0.0,1.0,112256.57,0
2850,523,0,1,30.0,1,83181.29,1,1.0,1.0,138176.78,0
2851,686,0,1,25.0,1,0.0,2,0.0,1.0,16459.37,0
2852,820,0,1,36.0,4,0.0,2,1.0,0.0,31422.69,0
2853,543,0,1,43.0,9,0.0,2,1.0,1.0,78858.07,0
2854,698,0,0,57.0,9,111359.55,2,1.0,0.0,105715.01,0
2855,664,2,1,41.0,7,123428.69,1,1.0,1.0,164924.11,0
2856,682,1,1,24.0,9,57929.81,2,0.0,0.0,53134.3,0
2857,812,0,1,29.0,6,0.0,2,0.0,0.0,168023.6,0
2858,664,0,1,58.0,5,98668.18,1,1.0,1.0,60887.58,0
2859,726,0,0,53.0,1,113537.73,1,0.0,1.0,28367.21,0
2860,671,0,1,34.0,7,106603.74,2,1.0,1.0,26387.71,0
2861,671,0,0,34.0,5,164757.56,1,1.0,0.0,110748.88,0
2862,666,0,1,36.0,3,0.0,2,1.0,0.0,35156.54,0
2863,594,0,1,23.0,5,156267.59,1,1.0,0.0,160968.44,0
2864,732,0,1,46.0,0,0.0,2,1.0,1.0,184350.78,0
2865,671,0,1,30.0,2,0.0,1,0.0,1.0,102057.86,0
2866,654,1,1,31.0,5,150593.59,2,1.0,1.0,105218.45,0
2867,744,1,1,32.0,4,96106.83,1,1.0,1.0,79812.77,0
